time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
3.000000000000002,-2.22081903644,3.22445673676,18.9681809758,0.192797098067,0.103075342732,0.0,-1.96344003207,3.26976029597,4.83391442939,-0.0133940285447,-0.00281864115122,0.0,442.6246681930025,440.89956234573197,439.9295488198744,441.2623794681782
3.0200000000000022,-2.26026865032,3.29014737599,19.0645330944,0.193050136633,0.103030009576,0.0,-1.98152135652,3.29930362669,4.80129743081,-0.0179587591479,-0.00348316102442,0.0,405.2341714928499,405.05494811678125,405.7861832549529,404.5548481155746
3.0400000000000023,-2.30017327706,3.35660153286,19.1611175354,0.192835877359,0.106520226722,0.0,-2.00894131685,3.34611206012,4.85714667207,-0.0155511386748,0.00844978558045,0.0,488.5453621350836,491.20777454858063,488.261965446576,488.80070475509905
3.0600000000000023,-2.34065420118,3.42402432114,19.2589920724,0.193669785905,0.110309030307,0.0,-2.03915109537,3.39616676842,4.93030702839,-0.0223185054284,0.0204827534166,0.0,503.2811056095571,505.8873682273052,505.66054733964245,504.19583680155125
3.0800000000000023,-2.3816948267,3.49235424548,19.3578422651,0.193333630376,0.113957902098,0.0,-2.06491145701,3.43682566497,4.95471224177,-0.0244181680665,0.0318655768313,0.0,461.72346514380155,464.4101444259344,462.72839964039906,462.2321800277723
3.1000000000000023,-2.42321152568,3.5614161773,19.4567740579,0.193138369558,0.114701092228,0.0,-2.08675844018,3.46936751727,4.93846703495,-0.0209941205,0.0339235233153,0.0,423.07235874050093,423.60412752379796,424.494229458036,425.3748595740848
3.1200000000000023,-2.46519489877,3.6311746566,19.5556206641,0.198583703354,0.116163595907,0.0,-2.11157886946,3.50648041241,4.94619358547,-0.0363110604106,0.028323404699,0.0,448.2574674547656,446.89034022134166,449.3534726849288,445.612226957161
3.1400000000000023,-2.50773361829,3.70178054652,19.6550876704,0.198279701257,0.117769904411,0.0,-2.14229308246,3.5541085802,5.00050704834,-0.0404206546059,0.0347727160122,0.0,489.0264896593686,490.46592387260847,491.7254031932416,490.8106455629973
3.1600000000000024,-2.55087659826,3.77331349918,19.7555222359,0.198486895564,0.121184085122,0.0,-2.17200491476,3.59918668566,5.04294949723,-0.0467943737684,0.04520099754,0.0,479.70603852817885,482.07661761360805,481.3049630144856,479.85467756521535
3.1800000000000024,-2.59455828532,3.84564412528,19.8562905721,0.19757492627,0.122279918641,0.0,-2.19616379063,3.63387592369,5.0338841322,-0.0477724981392,0.0424310620331,0.0,434.9132383038055,434.21776994213394,432.0945306010011,431.8456584213661
3.2000000000000024,-2.63874453337,3.91869628934,19.9570298796,0.19700806021,0.123683667207,0.0,-2.22246101474,3.67134048307,5.04004660857,-0.0517150044634,0.0471432900668,0.0,446.8701383878079,448.0222021706717,449.07694030277156,448.11497939266746
3.2200000000000024,-2.68345810601,3.99249291149,20.0578788064,0.196966850442,0.125544717141,0.0,-2.24889624943,3.70832173148,5.04484608052,-0.0454123373439,0.0410829794088,0.0,446.7458325388316,445.26195995141904,447.0323557781494,448.56904749084737
3.2400000000000024,-2.72867151997,4.06697720751,20.1585681246,0.196297027527,0.126695725761,0.0,-2.27244514661,3.74010787062,5.02408573785,-0.0485005331421,0.0374533842104,0.0,423.09739677611475,422.1596584870025,421.73271547009654,420.93023550009156
3.2600000000000025,-2.77441994281,4.14218958422,20.2593176103,0.197739309796,0.127600812601,0.0,-2.30239713727,3.78112980071,5.05086282843,-0.0583235529057,0.0349552316487,0.0,467.79246065625443,467.20898630535135,468.74042507763426,466.44297064257495
